Sexo,Edad,Grupo etario,Municipio,Región,Colonia/Localidad,Migrante,Fecha de desaparición,Día de la semana,Horario,Estatus,Fecha de localización,Días sin localizar,Rango desaparición,Reincidencia,Número de reincidencia,Desaparición múltiple,Persona con quién desapareció,Hipótesis,Fuente,Sistematizó,,
Mujer,17,12 a 17,"Berriozábal, Chiapas",Metropolitana,No especificado,No,26/6/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Suchiate, Chiapas ",Soconusco,No especificado,No,27/6/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tila, Chiapas ",Tulijá,No especificado,No,27/6/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,8,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,28/6/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,3,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,28/6/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,5,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,28/6/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,5,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,28/6/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,29/6/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,10,6 a 11,"La Concordia, Chiapas ",Frailesca,No especificado,No,29/6/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Acacoyagua, Chiapas ",Soconusco,No especificado,No,30/6/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Ángel Albino Corzo, Chiapas",Frailesca,No especificado,No,1/7/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,11,6 a 11,"Acapetahua, Chiapas",Soconusco,No especificado,No,1/7/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Mazatán, Chiapas ",Soconusco,No especificado,No,1/7/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Reforma, Chiapas ",Norte,No especificado,No,1/7/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,2/7/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,2/7/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,3/7/2021,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,3/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,3/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,No especificado,No,3/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,No especificado,No,3/7/2021,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Villa Comaltitán, Chiapas ",Soconusco,No especificado,No,4/7/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,4/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,4/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,11,6 a 11,"Tapachula, Chiapas ",Soconusco,No especificado,Honduras,5/7/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,5/7/2021,Lunes,3:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Jiquipilas, Chiapas",Valle Zoque,No especificado,No,5/7/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,5/7/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,5/7/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,5/7/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,6/7/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,3,0 a 5,"La Concordia, Chiapas ",Frailesca,No especificado,No,6/7/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,7/7/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,8/7/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,10/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,10/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Pueblo Nuevo Solistahuacán, Chiapas ",De los bosques,No especificado,No,11/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,No especificado,No,11/7/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,11/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,2,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,Ecuador,12/7/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,12/7/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,13/7/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,13/7/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,13/7/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,13/7/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,15/7/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Acapetahua, Chiapas ",Soconusco,No especificado,No,15/7/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tzimol, Chiapas ",Meseta Comiteca,No especificado,No,16/7/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,1,0 a 5,"El Parral, Chiapas ",Frailesca,No especificado,No,17/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,17/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Villaflores, Chiapas ",Frailesca,No especificado,No,17/7/2021,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,18/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,7,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,18/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,No especificado,No,19/7/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,19/7/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,Honduras,21/7/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Bella Vista, Chiapas ",Sierra Mariscal,No especificado,No,21/7/2021,Miércoles,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,Honduras,21/7/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"San Fernando, Chiapas ",Mezcalapa,No especificado,No,22/7/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,24/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,24/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,24/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Berriozábal, Chiapas",Metropolitana,No especificado,No,24/7/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,25/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Chilón, Chiapas ",Tulijá,No especificado,No,25/7/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,26/7/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Emiliano Zapata, Chiapas ",De los llanos,No especificado,No,27/7/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuzantán, Chiapas ",Soconusco,No especificado,No,27/7/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,6,6 a 11,"Chanal, Chiapas ",Altos,No especificado,No,27/7/2021,Martes,No especificada,Localizada sin vida,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,28/7/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,16,12 a 17,"Mitontic, Chiapas ",Altos,No especificado,No,29/7/2021,Jueves,4:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,2,0 a 5,"Escuintla, Chiapas ",Soconusco,No especificado,No,29/7/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Mazatán, Chiapas ",Soconusco,No especificado,No,29/7/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Teopisca, Chiapas ",Altos,No especificado,No,29/7/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Pueblo Nuevo Solistahuacán, Chiapas ",De los bosques,No especificado,No,30/7/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
